Time: 04.07.2022 11:04:06;
Team: Senior Men;
Athlete name: rfd;
Device: NORDIC02;
Comment: ;
#SampleTime[s];Force_left[N];Force_right[N];
32.5160;-0.43;1.01;
32.5170;-0.40;1.34;
32.5180;-0.55;1.12;
32.5190;-0.70;0.61;
32.5200;-1.21;1.14;
32.5210;-1.45;2.00;
32.5220;-1.15;1.78;
32.5230;-0.91;1.44;
32.5240;-0.71;1.50;
32.5250;-0.39;1.58;
32.5260;-0.09;1.23;
32.5270;-0.07;0.77;
32.5280;0.23;0.07;
32.5290;0.43;-0.64;
32.5300;0.47;-1.03;
32.5310;0.15;-0.33;
32.5320;-0.16;0.18;
32.5330;0.00;0.22;
32.5340;-0.17;0.50;
32.5350;-0.38;0.75;
32.5360;-0.51;1.10;
32.5370;-0.43;0.95;
32.5380;-0.57;0.83;
32.5390;-0.75;0.81;
32.5400;-0.87;1.04;
32.5410;-1.18;1.71;
32.5420;-1.09;1.99;
32.5430;-1.21;1.92;
32.5440;-0.91;1.45;
32.5450;-0.45;1.10;
32.5460;-0.43;1.02;
32.5470;-0.23;0.27;
32.5480;0.24;-0.27;
32.5490;0.44;-0.36;
32.5500;0.38;-0.55;
32.5510;0.04;0.10;
32.5520;-0.14;0.29;
32.5530;-0.21;0.06;
32.5540;-0.50;0.35;
32.5550;-0.46;0.25;
32.5560;-0.37;0.48;
32.5570;-0.51;0.86;
32.5580;-0.74;1.13;
32.5590;-0.80;0.88;
32.5600;-0.86;1.37;
32.5610;-1.10;2.10;
32.5620;-1.24;2.13;
32.5630;-1.11;1.84;
32.5640;-0.78;1.33;
32.5650;-0.59;1.16;
32.5660;-0.33;1.06;
32.5670;0.00;0.52;
32.5680;0.22;-0.31;
32.5690;0.42;-0.43;
32.5700;0.50;-0.77;
32.5710;0.08;-0.25;
32.5720;-0.22;0.05;
32.5730;-0.17;0.10;
32.5740;-0.47;0.40;
32.5750;-0.46;0.42;
32.5760;-0.66;0.61;
32.5770;-0.60;0.66;
32.5780;-0.52;0.96;
32.5790;-0.57;0.96;
32.5800;-0.69;1.50;
32.5810;-1.10;2.09;
32.5820;-1.13;2.20;
32.5830;-1.09;1.99;
32.5840;-0.70;1.33;
32.5850;-0.54;1.04;
32.5860;-0.43;0.87;
32.5870;-0.11;0.36;
32.5880;0.18;-0.06;
32.5890;0.35;-0.57;
32.5900;0.33;-0.80;
32.5910;-0.14;-0.03;
32.5920;-0.42;0.23;
32.5930;-0.37;0.25;
32.5940;-0.30;0.46;
32.5950;-0.31;0.45;
32.5960;-0.42;0.89;
32.5970;-0.46;0.78;
32.5980;-0.53;0.98;
32.5990;-0.48;1.16;
32.6000;-0.72;1.49;
32.6010;-1.04;2.15;
32.6020;-1.01;2.20;
32.6030;-0.90;1.99;
32.6040;-0.75;1.30;
32.6050;-0.54;1.02;
32.6060;-0.47;0.86;
32.6070;-0.12;0.31;
32.6080;0.05;-0.27;
32.6090;-0.04;-0.74;
32.6100;0.07;-0.72;
32.6110;0.09;-0.02;
32.6120;-0.10;0.02;
32.6130;-0.29;0.30;
32.6140;-0.21;0.47;
32.6150;-0.24;0.55;
32.6160;-0.37;0.78;
32.6170;-0.43;0.79;
32.6180;-0.57;1.12;
32.6190;-0.56;0.88;
32.6200;-0.82;1.50;
32.6210;-0.76;2.22;
32.6220;-0.93;2.21;
32.6230;-0.93;2.00;
32.6240;-0.64;1.44;
32.6250;-0.69;1.03;
32.6260;-0.49;0.81;
32.6270;-0.43;0.12;
32.6280;0.19;-0.33;
32.6290;0.13;-0.73;
32.6300;0.14;-0.80;
32.6310;0.03;0.06;
32.6320;-0.23;0.09;
32.6330;-0.03;0.32;
32.6340;-0.28;0.53;
32.6350;-0.37;0.64;
32.6360;-0.47;0.70;
32.6370;-0.49;0.70;
32.6380;-0.60;0.90;
32.6390;-0.56;0.90;
32.6400;-0.71;1.58;
32.6410;-1.03;2.23;
32.6420;-1.05;2.39;
32.6430;-0.72;2.01;
32.6440;-0.74;1.52;
32.6450;-0.62;1.08;
32.6460;-0.43;0.82;
32.6470;-0.21;0.18;
32.6480;0.07;-0.49;
32.6490;0.02;-0.67;
32.6500;0.19;-0.75;
32.6510;-0.21;-0.11;
32.6520;-0.17;0.05;
32.6530;-0.17;0.20;
32.6540;-0.25;0.38;
32.6550;-0.34;0.48;
32.6560;-0.39;0.75;
32.6570;-0.28;0.89;
32.6580;-0.65;1.08;
32.6590;-0.53;0.93;
32.6600;-0.78;1.76;
32.6610;-0.93;2.21;
32.6620;-0.97;2.32;
32.6630;-0.92;2.02;
32.6640;-0.71;1.26;
32.6650;-0.55;1.08;
32.6660;-0.34;0.67;
32.6670;-0.10;0.21;
32.6680;0.05;-0.49;
32.6690;0.09;-0.79;
32.6700;0.18;-0.69;
32.6710;-0.03;-0.16;
32.6720;-0.12;0.37;
32.6730;-0.18;0.29;
32.6740;-0.27;0.40;
32.6750;-0.35;0.71;
32.6760;-0.33;0.56;
32.6770;-0.53;0.87;
32.6780;-0.43;1.09;
32.6790;-0.48;0.86;
32.6800;-0.80;1.73;
32.6810;-0.99;2.37;
32.6820;-1.08;2.26;
32.6830;-0.89;2.08;
32.6840;-0.82;1.31;
32.6850;-0.50;0.99;
32.6860;-0.48;0.69;
32.6870;-0.31;-0.11;
32.6880;0.01;-0.49;
32.6890;-0.02;-0.69;
32.6900;0.15;-0.71;
32.6910;-0.14;-0.24;
32.6920;-0.10;0.10;
32.6930;-0.23;0.17;
32.6940;-0.17;0.52;
32.6950;-0.16;0.55;
32.6960;-0.50;0.75;
32.6970;-0.27;0.87;
32.6980;-0.54;1.00;
32.6990;-0.52;0.96;
32.7000;-0.71;1.57;
32.7010;-0.82;2.46;
32.7020;-0.90;2.20;
32.7030;-0.78;1.85;
32.7040;-0.63;1.33;
32.7050;-0.57;0.97;
32.7060;-0.60;0.72;
32.7070;-0.40;0.06;
32.7080;-0.06;-0.51;
32.7090;0.08;-0.86;
32.7100;0.24;-0.83;
32.7110;-0.20;-0.00;
32.7120;-0.29;0.12;
32.7130;-0.23;0.18;
32.7140;-0.31;0.49;
32.7150;-0.31;0.46;
32.7160;-0.26;0.74;
32.7170;-0.53;0.84;
32.7180;-0.52;0.92;
32.7190;-0.40;1.09;
32.7200;-0.73;1.68;
32.7210;-0.88;2.27;
32.7220;-0.89;2.42;
32.7230;-0.84;2.12;
32.7240;-0.51;1.29;
32.7250;-0.64;1.01;
32.7260;-0.59;0.77;
32.7270;-0.28;-0.14;
32.7280;-0.11;-0.49;
32.7290;0.07;-1.05;
32.7300;-0.08;-0.99;
32.7310;-0.12;0.10;
32.7320;-0.20;0.02;
32.7330;-0.31;0.25;
32.7340;-0.18;0.45;
32.7350;-0.24;0.47;
32.7360;-0.45;0.76;
32.7370;-0.47;0.85;
32.7380;-0.50;1.06;
32.7390;-0.66;0.86;
32.7400;-0.67;1.77;
32.7410;-0.85;2.32;
32.7420;-1.11;2.42;
32.7430;-0.86;2.12;
32.7440;-0.85;1.31;
32.7450;-0.57;1.28;
32.7460;-0.49;0.84;
32.7470;-0.28;0.11;
32.7480;-0.11;-0.55;
32.7490;0.06;-0.83;
32.7500;0.16;-1.01;
32.7510;-0.25;-0.18;
32.7520;-0.19;0.06;
32.7530;-0.32;0.10;
32.7540;-0.31;0.51;
32.7550;-0.34;0.48;
32.7560;-0.45;0.90;
32.7570;-0.53;0.80;
32.7580;-0.54;1.06;
32.7590;-0.58;1.00;
32.7600;-0.76;1.79;
32.7610;-0.91;2.45;
32.7620;-0.87;2.30;
32.7630;-0.79;2.13;
32.7640;-0.78;1.41;
32.7650;-0.52;1.17;
32.7660;-0.45;0.70;
32.7670;-0.18;-0.12;
32.7680;0.05;-0.57;
32.7690;-0.02;-0.75;
32.7700;0.07;-0.79;
32.7710;-0.13;-0.15;
32.7720;-0.17;0.03;
32.7730;-0.29;0.31;
32.7740;-0.38;0.33;
32.7750;-0.40;0.34;
32.7760;-0.33;0.74;
32.7770;-0.33;0.87;
32.7780;-0.54;1.15;
32.7790;-0.45;1.08;
32.7800;-0.76;1.58;
32.7810;-1.02;2.35;
32.7820;-0.92;2.33;
32.7830;-0.91;1.95;
32.7840;-0.78;1.60;
32.7850;-0.54;1.21;
32.7860;-0.52;0.75;
32.7870;-0.20;-0.05;
32.7880;-0.05;-0.59;
32.7890;0.12;-0.96;
32.7900;0.15;-0.83;
32.7910;-0.22;-0.11;
32.7920;-0.16;0.20;
32.7930;-0.14;0.21;
32.7940;-0.32;0.42;
32.7950;-0.28;0.53;
32.7960;-0.25;0.63;
32.7970;-0.41;1.10;
32.7980;-0.62;1.15;
32.7990;-0.60;1.19;
32.8000;-0.71;1.84;
32.8010;-0.88;2.43;
32.8020;-0.94;2.48;
32.8030;-0.95;2.00;
32.8040;-0.68;1.46;
32.8050;-0.56;1.10;
32.8060;-0.42;0.83;
32.8070;-0.18;0.21;
32.8080;0.05;-0.53;
32.8090;0.01;-0.76;
32.8100;0.10;-0.79;
32.8110;-0.12;0.09;
32.8120;-0.31;0.15;
32.8130;-0.10;0.22;
32.8140;-0.21;0.52;
32.8150;-0.23;0.59;
32.8160;-0.45;0.74;
32.8170;-0.64;0.75;
32.8180;-0.53;1.05;
32.8190;-0.51;1.13;
32.8200;-0.78;1.92;
32.8210;-0.94;2.29;
32.8220;-1.00;2.34;
32.8230;-0.92;2.14;
32.8240;-0.56;1.62;
32.8250;-0.44;1.22;
32.8260;-0.46;0.90;
32.8270;-0.13;0.04;
32.8280;0.20;-0.61;
32.8290;0.12;-0.81;
32.8300;0.10;-0.76;
32.8310;-0.09;-0.08;
32.8320;-0.07;-0.00;
32.8330;-0.13;0.06;
32.8340;-0.38;0.25;
32.8350;-0.31;0.36;
32.8360;-0.43;0.62;
32.8370;-0.48;0.89;
32.8380;-0.63;1.08;
32.8390;-0.34;1.09;
32.8400;-0.67;1.80;
32.8410;-1.05;2.47;
32.8420;-0.79;2.48;
32.8430;-0.93;2.21;
32.8440;-0.62;1.36;
32.8450;-0.48;1.07;
32.8460;-0.35;0.85;
32.8470;-0.20;-0.02;
32.8480;0.00;-0.43;
32.8490;0.25;-0.75;
32.8500;0.27;-0.81;
32.8510;-0.10;-0.26;
32.8520;-0.16;0.01;
32.8530;-0.18;0.36;
32.8540;-0.42;0.36;
32.8550;-0.34;0.60;
32.8560;-0.51;0.75;
32.8570;-0.49;0.75;
32.8580;-0.65;1.07;
32.8590;-0.44;1.12;
32.8600;-0.55;1.80;
32.8610;-0.92;2.59;
32.8620;-0.89;2.50;
32.8630;-0.90;2.16;
32.8640;-0.77;1.46;
32.8650;-0.57;1.07;
32.8660;-0.53;0.98;
32.8670;-0.22;-0.12;
32.8680;-0.03;-0.59;
32.8690;0.15;-1.13;
32.8700;0.39;-0.84;
32.8710;-0.07;0.02;
32.8720;-0.29;0.12;
32.8730;-0.39;0.11;
32.8740;-0.37;0.25;
32.8750;-0.33;0.54;
32.8760;-0.43;0.61;
32.8770;-0.48;0.90;
32.8780;-0.33;0.95;
32.8790;-0.49;1.14;
32.8800;-0.64;1.79;
32.8810;-0.97;2.43;
32.8820;-1.03;2.48;
32.8830;-0.72;2.13;
32.8840;-0.61;1.37;
32.8850;-0.42;1.17;
32.8860;-0.36;0.88;
32.8870;-0.15;-0.21;
32.8880;0.08;-0.45;
32.8890;0.10;-0.88;
32.8900;0.08;-0.88;
32.8910;-0.03;-0.04;
32.8920;-0.23;-0.05;
32.8930;-0.28;0.38;
32.8940;-0.45;0.43;
32.8950;-0.34;0.46;
32.8960;-0.47;0.64;
32.8970;-0.53;0.96;
32.8980;-0.49;0.97;
32.8990;-0.64;0.90;
32.9000;-0.95;1.91;
32.9010;-0.91;2.47;
32.9020;-0.85;2.66;
32.9030;-0.74;1.97;
32.9040;-0.45;1.30;
32.9050;-0.48;0.66;
32.9060;-0.39;0.47;
32.9070;-0.22;-0.04;
32.9080;-0.24;-0.42;
32.9090;0.18;-0.52;
32.9100;0.24;-0.80;
32.9110;-0.35;-0.20;
32.9120;-0.10;-0.13;
32.9130;-0.07;0.15;
32.9140;-0.30;0.46;
32.9150;-0.59;0.70;
32.9160;-0.34;0.86;
32.9170;-0.39;0.97;
32.9180;-0.35;1.00;
32.9190;-0.47;0.91;
32.9200;-0.71;1.78;
32.9210;-0.77;2.39;
32.9220;-1.24;2.33;
32.9230;-1.29;2.17;
32.9240;-0.71;1.48;
32.9250;-0.31;1.10;
32.9260;-0.68;0.60;
32.9270;-0.17;-0.45;
32.9280;0.20;-0.67;
32.9290;0.07;-0.84;
32.9300;-0.10;-0.47;
32.9310;-0.19;0.25;
32.9320;-0.16;0.06;
32.9330;-0.07;0.33;
32.9340;-0.23;0.47;
32.9350;-0.18;0.62;
32.9360;-0.26;0.71;
32.9370;-0.55;1.11;
32.9380;-0.82;1.08;
32.9390;-0.60;0.99;
32.9400;-0.58;1.75;
32.9410;-1.11;2.22;
32.9420;-1.14;2.26;
32.9430;-1.07;1.67;
32.9440;-0.66;1.41;
32.9450;-0.69;1.30;
32.9460;-0.45;0.84;
32.9470;-0.21;-0.20;
32.9480;0.21;-0.73;
32.9490;0.23;-1.05;
32.9500;-0.03;-0.79;
32.9510;0.16;-0.02;
32.9520;-0.12;0.22;
32.9530;-0.36;0.49;
32.9540;-0.39;0.33;
32.9550;-0.44;0.51;
32.9560;-0.20;0.78;
32.9570;-0.28;0.78;
32.9580;-0.83;1.24;
32.9590;-0.89;1.46;
32.9600;-0.85;1.83;
32.9610;-0.90;2.12;
32.9620;-1.00;2.30;
32.9630;-0.79;2.07;
32.9640;-0.39;1.35;
32.9650;-0.25;1.16;
32.9660;-0.31;0.88;
32.9670;-0.11;-0.07;
32.9680;0.09;-0.75;
32.9690;-0.10;-1.09;
32.9700;-0.22;-1.02;
32.9710;-0.11;0.00;
32.9720;0.22;0.12;
32.9730;-0.20;0.60;
32.9740;-0.58;0.81;
32.9750;-0.56;0.62;
32.9760;-0.50;0.58;
32.9770;-0.57;0.90;
32.9780;-0.75;1.02;
32.9790;-0.47;1.09;
32.9800;-0.63;2.27;
32.9810;-0.96;2.67;
32.9820;-1.10;2.50;
32.9830;-0.73;1.69;
32.9840;-0.59;1.26;
32.9850;-0.53;1.06;
32.9860;-0.33;0.61;
32.9870;-0.00;-0.22;
32.9880;0.31;-0.78;
32.9890;0.35;-0.88;
32.9900;0.15;-0.79;
32.9910;-0.19;-0.34;
32.9920;-0.29;-0.10;
32.9930;-0.52;0.34;
32.9940;-0.19;0.64;
32.9950;-0.27;0.67;
32.9960;-0.20;1.00;
32.9970;-0.40;0.99;
32.9980;-0.49;0.75;
32.9990;-0.48;1.06;
33.0000;-1.01;1.99;
33.0010;-1.09;2.45;
33.0020;-1.09;2.27;
33.0030;-0.92;2.15;
33.0040;-0.54;1.54;
33.0050;-0.56;0.92;
33.0060;-0.52;0.39;
33.0070;-0.18;-0.30;
33.0080;-0.11;-0.80;
33.0090;0.18;-0.97;
33.0100;0.05;-1.00;
33.0110;-0.07;-0.13;
33.0120;-0.24;0.28;
33.0130;-0.23;0.24;
33.0140;-0.22;0.43;
33.0150;-0.45;0.67;
33.0160;-0.47;0.98;
33.0170;-0.48;0.98;
33.0180;-0.53;1.09;
33.0190;-0.61;1.16;
33.0200;-0.77;1.86;
33.0210;-1.07;2.48;
33.0220;-1.08;2.28;
33.0230;-1.02;1.85;
33.0240;-0.63;1.26;
33.0250;-0.48;0.82;
33.0260;-0.34;0.59;
33.0270;-0.11;-0.14;
33.0280;0.20;-0.90;
33.0290;0.19;-1.18;
33.0300;-0.03;-0.81;
33.0310;-0.06;0.16;
33.0320;-0.27;0.15;
33.0330;-0.23;0.29;
33.0340;-0.36;0.66;
33.0350;-0.35;0.47;
33.0360;-0.35;0.79;
33.0370;-0.52;0.97;
33.0380;-0.62;1.30;
33.0390;-0.48;1.26;
33.0400;-0.76;2.03;
33.0410;-1.00;2.44;
33.0420;-0.79;2.21;
33.0430;-0.79;1.96;
33.0440;-0.50;1.18;
33.0450;-0.53;1.09;
33.0460;-0.41;0.51;
33.0470;-0.04;-0.26;
33.0480;0.12;-0.73;
33.0490;0.13;-1.07;
33.0500;0.02;-0.93;
33.0510;-0.18;-0.04;
33.0520;-0.15;0.09;
33.0530;-0.24;0.39;
33.0540;-0.30;0.46;
33.0550;-0.17;0.63;
33.0560;-0.36;0.90;
33.0570;-0.38;0.91;
33.0580;-0.48;1.00;
33.0590;-0.44;1.09;
33.0600;-0.89;2.12;
33.0610;-1.09;2.49;
33.0620;-0.92;2.49;
33.0630;-0.67;1.90;
33.0640;-0.51;1.29;
33.0650;-0.65;0.97;
33.0660;-0.41;0.58;
33.0670;-0.12;-0.09;
33.0680;0.03;-0.69;
33.0690;0.17;-1.00;
33.0700;0.22;-0.88;
33.0710;-0.22;-0.11;
33.0720;-0.01;0.14;
33.0730;-0.19;0.40;
33.0740;-0.42;0.47;
33.0750;-0.39;0.55;
33.0760;-0.41;0.94;
33.0770;-0.42;1.00;
33.0780;-0.54;1.07;
33.0790;-0.54;1.20;
33.0800;-0.93;2.13;
33.0810;-0.94;2.49;
33.0820;-0.98;2.29;
33.0830;-0.93;1.86;
33.0840;-0.58;1.10;
33.0850;-0.43;1.13;
33.0860;-0.30;0.54;
33.0870;0.06;-0.24;
33.0880;0.06;-0.77;
33.0890;0.11;-0.90;
33.0900;-0.04;-0.88;
33.0910;-0.19;-0.11;
33.0920;-0.10;0.11;
33.0930;-0.36;0.08;
33.0940;-0.37;0.38;
33.0950;-0.45;0.53;
33.0960;-0.53;0.86;
33.0970;-0.57;0.89;
33.0980;-0.53;1.13;
33.0990;-0.48;1.11;
33.1000;-0.89;2.01;
33.1010;-1.09;2.48;
33.1020;-0.89;2.26;
33.1030;-0.78;1.93;
33.1040;-0.56;1.23;
33.1050;-0.41;0.95;
33.1060;-0.19;0.52;
33.1070;-0.02;-0.35;
33.1080;0.18;-0.90;
33.1090;0.26;-1.29;
33.1100;0.10;-0.64;
33.1110;-0.19;0.21;
33.1120;-0.31;0.11;
33.1130;-0.17;0.19;
33.1140;-0.27;0.43;
33.1150;-0.28;0.72;
33.1160;-0.30;0.77;
33.1170;-0.38;0.91;
33.1180;-0.58;1.12;
33.1190;-0.80;1.42;
33.1200;-0.90;2.01;
33.1210;-0.99;2.48;
33.1220;-1.00;2.33;
33.1230;-0.88;1.83;
33.1240;-0.54;1.35;
33.1250;-0.45;0.97;
33.1260;-0.41;0.46;
33.1270;-0.10;-0.37;
33.1280;0.05;-0.78;
33.1290;0.24;-1.04;
33.1300;0.02;-0.92;
33.1310;-0.22;0.01;
33.1320;-0.20;0.13;
33.1330;-0.25;0.29;
33.1340;-0.28;0.35;
33.1350;-0.29;0.59;
33.1360;-0.48;0.92;
33.1370;-0.66;0.91;
33.1380;-0.55;1.04;
33.1390;-0.69;1.15;
33.1400;-0.84;2.21;
33.1410;-1.07;2.45;
33.1420;-1.00;2.35;
33.1430;-0.93;1.94;
33.1440;-0.61;1.17;
33.1450;-0.32;0.88;
33.1460;-0.44;0.38;
33.1470;-0.26;-0.25;
33.1480;0.08;-0.69;
33.1490;0.19;-1.08;
33.1500;-0.01;-0.89;
33.1510;-0.25;0.01;
33.1520;-0.26;0.13;
33.1530;-0.18;0.26;
33.1540;-0.33;0.48;
33.1550;-0.36;0.66;
33.1560;-0.32;0.75;
33.1570;-0.53;0.89;
33.1580;-0.66;1.08;
33.1590;-0.51;1.16;
33.1600;-0.81;2.26;
33.1610;-0.95;2.47;
33.1620;-0.93;2.53;
33.1630;-0.81;2.06;
33.1640;-0.57;1.02;
33.1650;-0.52;1.13;
33.1660;-0.41;0.52;
33.1670;-0.10;-0.20;
33.1680;0.15;-0.69;
33.1690;0.26;-1.00;
33.1700;0.09;-0.86;
33.1710;-0.22;-0.21;
33.1720;-0.24;0.08;
33.1730;-0.25;0.37;
33.1740;-0.37;0.55;
33.1750;-0.40;0.45;
33.1760;-0.33;0.87;
33.1770;-0.63;1.01;
33.1780;-0.47;1.02;
33.1790;-0.43;1.17;
33.1800;-0.84;2.04;
33.1810;-1.10;2.60;
33.1820;-0.88;2.39;
33.1830;-0.75;1.99;
33.1840;-0.57;1.38;
33.1850;-0.43;0.94;
33.1860;-0.35;0.43;
33.1870;0.06;-0.35;
33.1880;0.07;-0.84;
33.1890;0.30;-1.15;
33.1900;0.17;-0.75;
33.1910;-0.12;0.03;
33.1920;-0.24;0.08;
33.1930;-0.28;0.39;
33.1940;-0.33;0.58;
33.1950;-0.36;0.64;
33.1960;-0.48;0.81;
33.1970;-0.42;0.93;
33.1980;-0.66;1.17;
33.1990;-0.67;1.27;
33.2000;-0.67;2.11;
33.2010;-0.99;2.57;
33.2020;-0.78;2.39;
33.2030;-0.71;1.91;
33.2040;-0.40;1.27;
33.2050;-0.42;0.98;
33.2060;-0.31;0.31;
33.2070;-0.05;-0.26;
33.2080;0.15;-0.72;
33.2090;0.19;-1.18;
33.2100;0.12;-0.98;
33.2110;-0.15;-0.09;
33.2120;-0.25;0.05;
33.2130;-0.37;0.20;
33.2140;-0.35;0.60;
33.2150;-0.23;0.75;
33.2160;-0.44;0.62;
33.2170;-0.42;1.03;
33.2180;-0.62;1.10;
33.2190;-0.51;1.18;
33.2200;-0.95;2.18;
33.2210;-1.08;2.40;
33.2220;-1.08;2.54;
33.2230;-0.92;1.91;
33.2240;-0.58;1.28;
33.2250;-0.48;0.98;
33.2260;-0.34;0.64;
33.2270;-0.08;-0.46;
33.2280;0.18;-0.95;
33.2290;0.09;-1.12;
33.2300;0.24;-0.78;
33.2310;-0.01;0.13;
33.2320;-0.12;0.15;
33.2330;-0.27;0.42;
33.2340;-0.31;0.42;
33.2350;-0.38;0.80;
33.2360;-0.48;0.81;
33.2370;-0.46;1.12;
33.2380;-0.43;1.15;
33.2390;-0.55;1.14;
33.2400;-0.85;2.26;
33.2410;-1.00;2.59;
33.2420;-0.92;2.42;
33.2430;-0.64;1.95;
33.2440;-0.65;1.26;
33.2450;-0.35;1.01;
33.2460;-0.20;0.38;
33.2470;-0.02;-0.36;
33.2480;0.23;-0.70;
33.2490;0.17;-1.06;
33.2500;0.03;-0.88;
33.2510;-0.11;-0.01;
33.2520;-0.08;0.13;
33.2530;-0.18;0.24;
33.2540;-0.27;0.46;
33.2550;-0.27;0.59;
33.2560;-0.34;0.82;
33.2570;-0.44;0.91;
33.2580;-0.61;1.12;
33.2590;-0.55;1.36;
33.2600;-0.81;2.16;
33.2610;-1.17;2.65;
33.2620;-1.00;2.40;
33.2630;-0.85;1.80;
33.2640;-0.53;1.29;
33.2650;-0.41;0.77;
33.2660;-0.27;0.45;
33.2670;0.03;-0.21;
33.2680;0.08;-0.85;
33.2690;0.18;-1.19;
33.2700;-0.10;-0.66;
33.2710;-0.35;-0.09;
33.2720;-0.06;0.09;
33.2730;-0.17;0.39;
33.2740;-0.43;0.28;
33.2750;-0.42;0.76;
33.2760;-0.38;0.91;
33.2770;-0.57;1.07;
33.2780;-0.51;1.05;
33.2790;-0.52;1.42;
33.2800;-1.04;2.24;
33.2810;-1.05;2.68;
33.2820;-0.91;2.57;
33.2830;-0.74;1.92;
33.2840;-0.58;1.28;
33.2850;-0.57;0.93;
33.2860;-0.29;0.42;
33.2870;-0.00;-0.35;
33.2880;0.05;-0.72;
33.2890;0.13;-1.14;
33.2900;0.10;-0.72;
33.2910;-0.18;0.02;
33.2920;-0.21;0.12;
33.2930;-0.32;0.25;
33.2940;-0.35;0.32;
33.2950;-0.48;0.48;
33.2960;-0.51;0.71;
33.2970;-0.46;1.09;
33.2980;-0.52;1.11;
33.2990;-0.47;1.38;
33.3000;-0.80;2.37;
33.3010;-0.90;2.79;
33.3020;-0.96;2.52;
33.3030;-0.82;1.76;
33.3040;-0.67;1.18;
33.3050;-0.60;0.81;
33.3060;-0.33;0.36;
33.3070;-0.14;-0.42;
33.3080;0.09;-0.87;
33.3090;0.22;-1.15;
33.3100;0.13;-0.81;
33.3110;-0.23;0.03;
33.3120;-0.23;0.08;
33.3130;-0.38;0.35;
33.3140;-0.34;0.33;
33.3150;-0.35;0.72;
33.3160;-0.61;0.85;
33.3170;-0.44;1.02;
33.3180;-0.49;1.08;
33.3190;-0.54;1.28;
33.3200;-0.94;2.37;
33.3210;-0.99;2.49;
33.3220;-0.95;2.64;
33.3230;-0.85;1.83;
33.3240;-0.60;1.06;
33.3250;-0.47;0.89;
33.3260;-0.33;0.25;
33.3270;-0.05;-0.36;
33.3280;0.31;-0.88;
33.3290;0.36;-0.98;
33.3300;0.13;-0.82;
33.3310;-0.13;-0.16;
33.3320;-0.03;0.22;
33.3330;-0.21;0.42;
33.3340;-0.29;0.61;
33.3350;-0.54;0.59;
33.3360;-0.49;0.67;
33.3370;-0.53;0.96;
33.3380;-0.70;1.11;
33.3390;-0.53;1.32;
33.3400;-0.81;2.35;
33.3410;-0.92;2.66;
33.3420;-0.92;2.50;
33.3430;-0.85;1.87;
33.3440;-0.62;1.14;
33.3450;-0.66;0.90;
33.3460;-0.42;0.23;
33.3470;0.00;-0.47;
33.3480;0.21;-1.00;
33.3490;0.22;-1.28;
33.3500;0.14;-0.84;
33.3510;-0.16;0.05;
33.3520;-0.24;0.16;
33.3530;-0.27;0.52;
33.3540;-0.35;0.42;
33.3550;-0.44;0.63;
33.3560;-0.45;0.83;
33.3570;-0.43;0.96;
33.3580;-0.60;1.18;
33.3590;-0.56;1.31;
33.3600;-0.88;2.27;
33.3610;-0.85;2.44;
33.3620;-1.03;2.41;
33.3630;-0.68;1.76;
33.3640;-0.49;1.29;
33.3650;-0.50;0.95;
33.3660;-0.39;0.46;
33.3670;-0.09;-0.45;
33.3680;0.28;-0.80;
33.3690;0.25;-1.23;
33.3700;0.14;-0.65;
33.3710;-0.19;0.27;
33.3720;-0.19;0.02;
33.3730;-0.33;0.45;
33.3740;-0.18;0.44;
33.3750;-0.54;0.68;
33.3760;-0.54;0.62;
33.3770;-0.59;1.05;
33.3780;-0.55;1.08;
33.3790;-0.77;1.30;
33.3800;-0.99;2.15;
33.3810;-0.97;2.42;
33.3820;-1.06;2.35;
33.3830;-0.80;1.93;
33.3840;-0.83;1.24;
33.3850;-0.38;0.84;
33.3860;-0.24;0.43;
33.3870;-0.01;-0.51;
33.3880;0.13;-0.99;
33.3890;0.12;-1.11;
33.3900;-0.02;-0.62;
33.3910;-0.23;0.08;
33.3920;-0.12;0.16;
33.3930;-0.17;0.34;
33.3940;-0.36;0.43;
33.3950;-0.40;0.75;
33.3960;-0.41;1.10;
33.3970;-0.51;1.26;
33.3980;-0.58;1.16;
33.3990;-0.63;1.20;
33.4000;-0.93;2.38;
33.4010;-1.07;2.49;
33.4020;-0.92;2.47;
33.4030;-0.84;1.80;
33.4040;-0.53;1.15;
33.4050;-0.51;0.93;
33.4060;-0.27;0.28;
33.4070;0.00;-0.47;
33.4080;0.11;-0.77;
33.4090;0.22;-0.86;
33.4100;0.16;-0.67;
33.4110;-0.11;-0.08;
33.4120;-0.31;0.06;
33.4130;-0.26;0.55;
33.4140;-0.27;0.37;
33.4150;-0.24;0.74;
33.4160;-0.48;0.88;
33.4170;-0.44;1.07;
33.4180;-0.65;1.01;
33.4190;-0.56;1.33;
33.4200;-0.77;2.40;
33.4210;-1.20;2.70;
33.4220;-0.99;2.24;
33.4230;-0.81;1.91;
33.4240;-0.58;1.34;
33.4250;-0.54;0.85;
33.4260;-0.24;0.46;
33.4270;-0.04;-0.54;
33.4280;0.20;-0.93;
33.4290;0.06;-1.19;
33.4300;0.05;-0.44;
33.4310;-0.17;0.24;
33.4320;-0.30;0.16;
33.4330;-0.21;0.22;
33.4340;-0.29;0.55;
33.4350;-0.46;0.58;
33.4360;-0.41;0.80;
33.4370;-0.41;0.92;
33.4380;-0.69;1.02;
